Name,Age,Salary,Gender,Department,Position,Joining Date,Performance Score,Email,Phone Number,,,,NAME,AGE,SALARY,GENDER,DEPARTMENT,POSITION,JOINING DATE,PERFORMANCE SCORE,EMAIL,PHONE NUMBER,
 jack ,50, NAN ,Female,IT,Analyst,2019.12.01,A,user@domain.com,098-765-4321,,,,Jack,50,  ,Female,IT,Analyst,12/1/2019,A,user@domain.com,098-765-4321,
 alice ,25,65000,Female,IT,Assistant,3/25/2019,F,email@example.com,123-456-7890,,,,Alice,25,65000,Female,IT,Assistant,3/25/2019,F,email@example.com,123-456-7890,
 hannah ,thirty,70000,Female,HR,Director,5-Apr-18,C,,555-555-5555,,,,Hannah,30,70000,Female,HR,Director,4/5/2018,C,,555-555-5555,
 alice ,25,65000,Male,HR,Director,3/25/2019,D,user@domain.com,nan,,,,Alice,25,65000,Male,HR,Director,3/25/2019,D,user@domain.com,,
 ivy ,nan,55000,Other,IT,Manager,5-Apr-18,A,email@example.com,123-456-7890,,,,Ivy,,55000,Other,IT,Manager,4/5/2018,A,email@example.com,123-456-7890,
 frank ,35,65000,Female,Sales,Clerk,2019.12.01,F,nan,123-456-7890,,,,Frank,35,65000,Female,Sales,Clerk,12/1/2019,F,,123-456-7890,
 grace ,thirty,50000,Male,IT,Analyst,2019.12.01,D,nan,123-456-7890,,,,Grace,30,50000,Male,IT,Analyst,12/1/2019,D,,123-456-7890,
 jack ,25,55000,Other,HR,Manager,1/15/2020,F,email@example.com,123-456-7890,,,,Jack,25,55000,Other,HR,Manager,1/15/2020,F,email@example.com,123-456-7890,
 grace ,40, NAN ,Other,IT,Clerk,5-Apr-18,C,name@company.org,555-555-5555,,,,Grace,40,  ,Other,IT,Clerk,4/5/2018,C,name@company.org,555-555-5555,
 jack ,thirty,55000,Male,IT,Assistant,5-Apr-18,A,name@company.org, ,,,,Jack,30,55000,Male,IT,Assistant,4/5/2018,A,name@company.org,,
 charlie ,thirty,70000,Male,Sales,Director,2/20/2020,D,user@domain.com, ,,,,Charlie,30,70000,Male,Sales,Director,2/20/2020,D,user@domain.com,,
 bob ,25,SIXTY THOUSAND,Female,Marketing,Analyst,2/20/2020,A,nan,123-456-7890,,,,Bob,25,60000,Female,Marketing,Analyst,2/20/2020,A,,123-456-7890,
 ivy ,thirty, NAN ,Other,HR,Director,2/20/2020,C,name@company.org,555-555-5555,,,,Ivy,30,  ,Other,HR,Director,2/20/2020,C,name@company.org,555-555-5555,
 hannah ,40,55000,Other,Sales,Assistant,3/25/2019,A,name@company.org,555-555-5555,,,,Hannah,40,55000,Other,Sales,Assistant,3/25/2019,A,name@company.org,555-555-5555,
 jack ,50, NAN ,Male,IT,Clerk,2/20/2020,A,nan,123-456-7890,,,,Jack,50,  ,Male,IT,Clerk,2/20/2020,A,,123-456-7890,
 grace ,thirty, NAN ,Other,IT,Assistant,5-Apr-18,B,,098-765-4321,,,,Grace,30,  ,Other,IT,Assistant,4/5/2018,B,,098-765-4321,
 ivy ,50, NAN ,Female,Marketing,Assistant,3/25/2019,A,name@company.org,123-456-7890,,,,Ivy,50,  ,Female,Marketing,Assistant,3/25/2019,A,name@company.org,123-456-7890,
 david ,40,SIXTY THOUSAND,Other,HR,Director,2019.12.01,F,email@example.com,098-765-4321,,,,David,40,60000,Other,HR,Director,12/1/2019,F,email@example.com,098-765-4321,
 david ,25,65000,Male,HR,Analyst,1/15/2020,D,user@domain.com,123-456-7890,,,,David,25,65000,Male,HR,Analyst,1/15/2020,D,user@domain.com,123-456-7890,
 alice ,35, NAN ,Male,Finance,Assistant,2/20/2020,B,name@company.org,098-765-4321,,,,Alice,35,  ,Male,Finance,Assistant,2/20/2020,B,name@company.org,098-765-4321,
 hannah ,thirty,50000,Female,HR,Director,2019.12.01,D,name@company.org,098-765-4321,,,,Hannah,30,50000,Female,HR,Director,12/1/2019,D,name@company.org,098-765-4321,
 charlie ,35,70000,Female,Marketing,Analyst,5-Apr-18,D,,123-456-7890,,,,Charlie,35,70000,Female,Marketing,Analyst,4/5/2018,D,,123-456-7890,
 grace ,40,SIXTY THOUSAND,Other,Finance,Clerk,1/15/2020,C,email@example.com,098-765-4321,,,,Grace,40,60000,Other,Finance,Clerk,1/15/2020,C,email@example.com,098-765-4321,
 bob ,thirty,55000,Other,Finance,Clerk,2019.12.01,C,user@domain.com,nan,,,,Bob,30,55000,Other,Finance,Clerk,12/1/2019,C,user@domain.com,,
 bob ,50,SIXTY THOUSAND,Male,IT,Manager,1/15/2020,B,name@company.org, ,,,,Bob,50,60000,Male,IT,Manager,1/15/2020,B,name@company.org,,
 grace ,nan,55000,Female,IT,Director,2/20/2020,C,user@domain.com,555-555-5555,,,,Grace,,55000,Female,IT,Director,2/20/2020,C,user@domain.com,555-555-5555,
 frank ,35,SIXTY THOUSAND,Female,HR,Analyst,5-Apr-18,C,nan,098-765-4321,,,,Frank,35,60000,Female,HR,Analyst,4/5/2018,C,,098-765-4321,
 charlie ,thirty,55000,Female,Finance,Assistant,1/15/2020,C,name@company.org,098-765-4321,,,,Charlie,30,55000,Female,Finance,Assistant,1/15/2020,C,name@company.org,098-765-4321,
 ivy ,35, NAN ,Other,IT,Clerk,2019.12.01,D,name@company.org,555-555-5555,,,,Ivy,35,  ,Other,IT,Clerk,12/1/2019,D,name@company.org,555-555-5555,
 jack ,thirty,65000,Female,Marketing,Analyst,2/20/2020,B,nan,098-765-4321,,,,Jack,30,65000,Female,Marketing,Analyst,2/20/2020,B,,098-765-4321,
 frank ,25,55000,Male,IT,Director,2/20/2020,D,,555-555-5555,,,,Frank,25,55000,Male,IT,Director,2/20/2020,D,,555-555-5555,
 jack ,50,55000,Male,IT,Manager,2019.12.01,F,name@company.org,123-456-7890,,,,Jack,50,55000,Male,IT,Manager,12/1/2019,F,name@company.org,123-456-7890,
 jack ,35,50000,Other,Finance,Clerk,2019.12.01,D,user@domain.com,nan,,,,Jack,35,50000,Other,Finance,Clerk,12/1/2019,D,user@domain.com,,
 frank ,nan,55000,Other,Finance,Analyst,1/15/2020,F,email@example.com,nan,,,,Frank,,55000,Other,Finance,Analyst,1/15/2020,F,email@example.com,,
 alice ,nan,50000,Female,Sales,Analyst,3/25/2019,A,user@domain.com, ,,,,Alice,,50000,Female,Sales,Analyst,3/25/2019,A,user@domain.com,,
 david ,40,70000,Other,Marketing,Analyst,2/20/2020,A,,098-765-4321,,,,David,40,70000,Other,Marketing,Analyst,2/20/2020,A,,098-765-4321,
 jack ,thirty, NAN ,Male,Finance,Director,1/15/2020,F,email@example.com, ,,,,Jack,30,  ,Male,Finance,Director,1/15/2020,F,email@example.com,,
 frank ,35,50000,Female,HR,Director,2019.12.01,F,user@domain.com,123-456-7890,,,,Frank,35,50000,Female,HR,Director,12/1/2019,F,user@domain.com,123-456-7890,
 frank ,40,65000,Male,Marketing,Director,1/15/2020,D,user@domain.com,nan,,,,Frank,40,65000,Male,Marketing,Director,1/15/2020,D,user@domain.com,,
 eve ,35, NAN ,Female,Marketing,Assistant,2019.12.01,F,nan,123-456-7890,,,,Eve,35,  ,Female,Marketing,Assistant,12/1/2019,F,,123-456-7890,
 alice ,thirty,50000,Other,Finance,Analyst,5-Apr-18,B,,123-456-7890,,,,Alice,30,50000,Other,Finance,Analyst,4/5/2018,B,,123-456-7890,
 hannah ,nan, NAN ,Female,Marketing,Clerk,2019.12.01,A,nan,098-765-4321,,,,Hannah,,  ,Female,Marketing,Clerk,12/1/2019,A,,098-765-4321,
 eve ,25, NAN ,Female,Finance,Director,2019.12.01,A,email@example.com,123-456-7890,,,,Eve,25,  ,Female,Finance,Director,12/1/2019,A,email@example.com,123-456-7890,
 eve ,nan, NAN ,Male,IT,Director,2019.12.01,F,nan,nan,,,,Eve,,  ,Male,IT,Director,12/1/2019,F,,,
 grace ,40,70000,Male,Sales,Analyst,3/25/2019,C,, ,,,,Grace,40,70000,Male,Sales,Analyst,3/25/2019,C,,,
 david ,50,65000,Female,IT,Director,2019.12.01,C,name@company.org,nan,,,,David,50,65000,Female,IT,Director,12/1/2019,C,name@company.org,,
 frank ,25,SIXTY THOUSAND,Other,Finance,Assistant,2/20/2020,F,name@company.org,098-765-4321,,,,Frank,25,60000,Other,Finance,Assistant,2/20/2020,F,name@company.org,098-765-4321,
 david ,40,SIXTY THOUSAND,Other,Finance,Assistant,2/20/2020,B,email@example.com,nan,,,,David,40,60000,Other,Finance,Assistant,2/20/2020,B,email@example.com,,
 charlie ,thirty,50000,Male,IT,Director,1/15/2020,C,name@company.org,555-555-5555,,,,Charlie,30,50000,Male,IT,Director,1/15/2020,C,name@company.org,555-555-5555,
 grace ,25, NAN ,Other,HR,Analyst,3/25/2019,F,nan, ,,,,Grace,25,  ,Other,HR,Analyst,3/25/2019,F,,,
 hannah ,40,50000,Male,HR,Analyst,1/15/2020,B,email@example.com,555-555-5555,,,,Hannah,40,50000,Male,HR,Analyst,1/15/2020,B,email@example.com,555-555-5555,
 david ,thirty,70000,Other,HR,Analyst,2/20/2020,B,,555-555-5555,,,,David,30,70000,Other,HR,Analyst,2/20/2020,B,,555-555-5555,
 bob ,nan,70000,Female,Finance,Manager,2/20/2020,D,email@example.com,098-765-4321,,,,Bob,,70000,Female,Finance,Manager,2/20/2020,D,email@example.com,098-765-4321,
 jack ,50,55000,Male,Marketing,Director,5-Apr-18,B,email@example.com,123-456-7890,,,,Jack,50,55000,Male,Marketing,Director,4/5/2018,B,email@example.com,123-456-7890,
 charlie ,thirty,70000,Male,Finance,Analyst,2019.12.01,C,user@domain.com,555-555-5555,,,,Charlie,30,70000,Male,Finance,Analyst,12/1/2019,C,user@domain.com,555-555-5555,
 alice ,35,55000,Female,Marketing,Assistant,2/20/2020,C,user@domain.com,nan,,,,Alice,35,55000,Female,Marketing,Assistant,2/20/2020,C,user@domain.com,,
 hannah ,thirty,65000,Male,IT,Clerk,1/15/2020,F,email@example.com,123-456-7890,,,,Hannah,30,65000,Male,IT,Clerk,1/15/2020,F,email@example.com,123-456-7890,
 charlie ,thirty,50000,Other,Sales,Clerk,1/15/2020,F,name@company.org,nan,,,,Charlie,30,50000,Other,Sales,Clerk,1/15/2020,F,name@company.org,,
 jack ,50,65000,Other,Marketing,Analyst,2019.12.01,B,user@domain.com,nan,,,,Jack,50,65000,Other,Marketing,Analyst,12/1/2019,B,user@domain.com,,
 grace ,35,70000,Male,HR,Clerk,2019.12.01,A,,123-456-7890,,,,Grace,35,70000,Male,HR,Clerk,12/1/2019,A,,123-456-7890,
 jack ,40,65000,Other,Finance,Clerk,5-Apr-18,D,nan,123-456-7890,,,,Jack,40,65000,Other,Finance,Clerk,4/5/2018,D,,123-456-7890,
 eve ,40,65000,Male,IT,Manager,3/25/2019,A,user@domain.com,nan,,,,Eve,40,65000,Male,IT,Manager,3/25/2019,A,user@domain.com,,
 jack ,thirty,65000,Female,HR,Assistant,1/15/2020,B,email@example.com,098-765-4321,,,,Jack,30,65000,Female,HR,Assistant,1/15/2020,B,email@example.com,098-765-4321,
 eve ,35,70000,Male,IT,Assistant,2019.12.01,B,name@company.org, ,,,,Eve,35,70000,Male,IT,Assistant,12/1/2019,B,name@company.org,,
 grace ,35, NAN ,Female,Sales,Manager,1/15/2020,A,nan, ,,,,Grace,35,  ,Female,Sales,Manager,1/15/2020,A,,,
 ivy ,50,65000,Other,Finance,Manager,2019.12.01,D,user@domain.com,098-765-4321,,,,Ivy,50,65000,Other,Finance,Manager,12/1/2019,D,user@domain.com,098-765-4321,
 eve ,nan,55000,Female,Finance,Clerk,2/20/2020,A,name@company.org,123-456-7890,,,,Eve,,55000,Female,Finance,Clerk,2/20/2020,A,name@company.org,123-456-7890,
 alice ,40,70000,Other,Sales,Director,1/15/2020,F,name@company.org,nan,,,,Alice,40,70000,Other,Sales,Director,1/15/2020,F,name@company.org,,
 jack ,50,65000,Male,Finance,Clerk,2/20/2020,C,name@company.org, ,,,,Jack,50,65000,Male,Finance,Clerk,2/20/2020,C,name@company.org,,
 jack ,25, NAN ,Other,Marketing,Manager,1/15/2020,F,email@example.com,nan,,,,Jack,25,  ,Other,Marketing,Manager,1/15/2020,F,email@example.com,,
 alice ,40,70000,Male,IT,Assistant,3/25/2019,C,,098-765-4321,,,,Alice,40,70000,Male,IT,Assistant,3/25/2019,C,,098-765-4321,
 bob ,50,SIXTY THOUSAND,Male,HR,Clerk,5-Apr-18,B,name@company.org,nan,,,,Bob,50,60000,Male,HR,Clerk,4/5/2018,B,name@company.org,,
 frank ,40, NAN ,Female,Sales,Director,2/20/2020,D,nan,098-765-4321,,,,Frank,40,  ,Female,Sales,Director,2/20/2020,D,,098-765-4321,
 ivy ,nan,55000,Female,Marketing,Clerk,2019.12.01,A,user@domain.com,123-456-7890,,,,Ivy,,55000,Female,Marketing,Clerk,12/1/2019,A,user@domain.com,123-456-7890,
 hannah ,25,65000,Female,HR,Analyst,3/25/2019,D,nan,098-765-4321,,,,Hannah,25,65000,Female,HR,Analyst,3/25/2019,D,,098-765-4321,
 eve ,nan,SIXTY THOUSAND,Female,HR,Clerk,1/15/2020,A,email@example.com,098-765-4321,,,,Eve,,60000,Female,HR,Clerk,1/15/2020,A,email@example.com,098-765-4321,
 alice ,25,SIXTY THOUSAND,Other,Sales,Manager,2/20/2020,F,email@example.com, ,,,,Alice,25,60000,Other,Sales,Manager,2/20/2020,F,email@example.com,,
 grace ,thirty,70000,Other,Marketing,Assistant,1/15/2020,F,nan,nan,,,,Grace,30,70000,Other,Marketing,Assistant,1/15/2020,F,,,
 eve ,50,SIXTY THOUSAND,Other,HR,Assistant,1/15/2020,A,, ,,,,Eve,50,60000,Other,HR,Assistant,1/15/2020,A,,,
 frank ,25,55000,Male,HR,Manager,1/15/2020,D,email@example.com,555-555-5555,,,,Frank,25,55000,Male,HR,Manager,1/15/2020,D,email@example.com,555-555-5555,
 grace ,nan,55000,Other,Marketing,Analyst,5-Apr-18,A,email@example.com,098-765-4321,,,,Grace,,55000,Other,Marketing,Analyst,4/5/2018,A,email@example.com,098-765-4321,
 charlie ,40,50000,Other,Finance,Manager,5-Apr-18,B,nan,555-555-5555,,,,Charlie,40,50000,Other,Finance,Manager,4/5/2018,B,,555-555-5555,
 jack ,25,55000,Other,HR,Clerk,2019.12.01,F,email@example.com, ,,,,Jack,25,55000,Other,HR,Clerk,12/1/2019,F,email@example.com,,
 charlie ,50, NAN ,Female,IT,Manager,2/20/2020,B,,nan,,,,Charlie,50,  ,Female,IT,Manager,2/20/2020,B,,,
 eve ,25,SIXTY THOUSAND,Other,Marketing,Manager,3/25/2019,F,, ,,,,Eve,25,60000,Other,Marketing,Manager,3/25/2019,F,,,
 frank ,35,55000,Male,HR,Analyst,3/25/2019,F,,nan,,,,Frank,35,55000,Male,HR,Analyst,3/25/2019,F,,,
 ivy ,40,70000,Female,Sales,Clerk,3/25/2019,C,user@domain.com,nan,,,,Ivy,40,70000,Female,Sales,Clerk,3/25/2019,C,user@domain.com,,
 eve ,50,50000,Male,IT,Director,1/15/2020,B,,123-456-7890,,,,Eve,50,50000,Male,IT,Director,1/15/2020,B,,123-456-7890,
 alice ,50,SIXTY THOUSAND,Other,HR,Director,5-Apr-18,B,,098-765-4321,,,,Alice,50,60000,Other,HR,Director,4/5/2018,B,,098-765-4321,
 david ,thirty,50000,Female,IT,Assistant,2/20/2020,C,user@domain.com, ,,,,David,30,50000,Female,IT,Assistant,2/20/2020,C,user@domain.com,,
 eve ,nan,SIXTY THOUSAND,Male,IT,Manager,1/15/2020,D,name@company.org,nan,,,,Eve,,60000,Male,IT,Manager,1/15/2020,D,name@company.org,,
 jack ,thirty,70000,Other,Finance,Assistant,5-Apr-18,B,email@example.com, ,,,,Jack,30,70000,Other,Finance,Assistant,4/5/2018,B,email@example.com,,
 jack ,50,50000,Male,IT,Analyst,5-Apr-18,A,, ,,,,Jack,50,50000,Male,IT,Analyst,4/5/2018,A,,,
 eve ,40,65000,Male,Finance,Director,2/20/2020,C,email@example.com,nan,,,,Eve,40,65000,Male,Finance,Director,2/20/2020,C,email@example.com,,
 grace ,25, NAN ,Male,Marketing,Manager,2/20/2020,B,nan,555-555-5555,,,,Grace,25,  ,Male,Marketing,Manager,2/20/2020,B,,555-555-5555,
 david ,25, NAN ,Other,Finance,Analyst,2/20/2020,D,email@example.com,098-765-4321,,,,David,25,  ,Other,Finance,Analyst,2/20/2020,D,email@example.com,098-765-4321,
 alice ,40,SIXTY THOUSAND,Other,Sales,Analyst,1/15/2020,B,user@domain.com,098-765-4321,,,,Alice,40,60000,Other,Sales,Analyst,1/15/2020,B,user@domain.com,098-765-4321,
 eve ,50,65000,Male,HR,Manager,2019.12.01,F,email@example.com,123-456-7890,,,,Eve,50,65000,Male,HR,Manager,12/1/2019,F,email@example.com,123-456-7890,
 grace ,25,50000,Female,Marketing,Analyst,2/20/2020,A,email@example.com,123-456-7890,,,,Grace,25,50000,Female,Marketing,Analyst,2/20/2020,A,email@example.com,123-456-7890,
 jack ,25,65000,Female,Marketing,Manager,2019.12.01,C,email@example.com,123-456-7890,,,,Jack,25,65000,Female,Marketing,Manager,12/1/2019,C,email@example.com,123-456-7890,
 jack ,25,65000,Other,Sales,Manager,1/15/2020,F,name@company.org,098-765-4321,,,,Jack,25,65000,Other,Sales,Manager,1/15/2020,F,name@company.org,098-765-4321,
 frank ,nan,50000,Other,Finance,Clerk,2019.12.01,D,name@company.org,555-555-5555,,,,Frank,,50000,Other,Finance,Clerk,12/1/2019,D,name@company.org,555-555-5555,
 eve ,nan,70000,Other,HR,Assistant,3/25/2019,F,nan,098-765-4321,,,,Eve,,70000,Other,HR,Assistant,3/25/2019,F,,098-765-4321,
 david ,35,65000,Other,Finance,Analyst,2019.12.01,F,user@domain.com,098-765-4321,,,,David,35,65000,Other,Finance,Analyst,12/1/2019,F,user@domain.com,098-765-4321,
 bob ,thirty,65000,Other,IT,Analyst,2/20/2020,D,email@example.com,098-765-4321,,,,Bob,30,65000,Other,IT,Analyst,2/20/2020,D,email@example.com,098-765-4321,
 david ,40,70000,Female,Finance,Clerk,1/15/2020,F,email@example.com,098-765-4321,,,,David,40,70000,Female,Finance,Clerk,1/15/2020,F,email@example.com,098-765-4321,
 jack ,40,65000,Other,Marketing,Clerk,2/20/2020,C,email@example.com,555-555-5555,,,,Jack,40,65000,Other,Marketing,Clerk,2/20/2020,C,email@example.com,555-555-5555,
 jack ,40,65000,Male,HR,Clerk,3/25/2019,B,email@example.com,123-456-7890,,,,Jack,40,65000,Male,HR,Clerk,3/25/2019,B,email@example.com,123-456-7890,
 charlie ,35,65000,Male,Finance,Director,2/20/2020,F,name@company.org, ,,,,Charlie,35,65000,Male,Finance,Director,2/20/2020,F,name@company.org,,
 jack ,nan, NAN ,Female,HR,Director,2/20/2020,C,nan,123-456-7890,,,,Jack,,  ,Female,HR,Director,2/20/2020,C,,123-456-7890,
 alice ,50,55000,Male,HR,Director,2/20/2020,B,,123-456-7890,,,,Alice,50,55000,Male,HR,Director,2/20/2020,B,,123-456-7890,
 hannah ,50,70000,Female,IT,Manager,5-Apr-18,B,user@domain.com, ,,,,Hannah,50,70000,Female,IT,Manager,4/5/2018,B,user@domain.com,,
 eve ,35,65000,Female,IT,Analyst,3/25/2019,F,email@example.com,098-765-4321,,,,Eve,35,65000,Female,IT,Analyst,3/25/2019,F,email@example.com,098-765-4321,
 david ,50, NAN ,Male,Marketing,Assistant,2/20/2020,C,nan,555-555-5555,,,,David,50,  ,Male,Marketing,Assistant,2/20/2020,C,,555-555-5555,
 hannah ,40,70000,Other,Sales,Manager,2/20/2020,F,,555-555-5555,,,,Hannah,40,70000,Other,Sales,Manager,2/20/2020,F,,555-555-5555,
 grace ,thirty,SIXTY THOUSAND,Male,HR,Analyst,2/20/2020,D,nan,123-456-7890,,,,Grace,30,60000,Male,HR,Analyst,2/20/2020,D,,123-456-7890,
 bob ,25,SIXTY THOUSAND,Male,Sales,Analyst,1/15/2020,B,name@company.org, ,,,,Bob,25,60000,Male,Sales,Analyst,1/15/2020,B,name@company.org,,
 alice ,nan,65000,Female,Marketing,Clerk,5-Apr-18,F,,nan,,,,Alice,,65000,Female,Marketing,Clerk,4/5/2018,F,,,
 david ,nan, NAN ,Male,HR,Clerk,1/15/2020,B,nan,098-765-4321,,,,David,,  ,Male,HR,Clerk,1/15/2020,B,,098-765-4321,
 hannah ,35, NAN ,Female,HR,Manager,5-Apr-18,C,name@company.org,123-456-7890,,,,Hannah,35,  ,Female,HR,Manager,4/5/2018,C,name@company.org,123-456-7890,
 bob ,nan,70000,Other,Sales,Clerk,2/20/2020,A,nan,555-555-5555,,,,Bob,,70000,Other,Sales,Clerk,2/20/2020,A,,555-555-5555,
 charlie ,40,70000,Other,Finance,Analyst,3/25/2019,F,nan, ,,,,Charlie,40,70000,Other,Finance,Analyst,3/25/2019,F,,,
 alice ,50, NAN ,Other,IT,Clerk,2019.12.01,F,, ,,,,Alice,50,  ,Other,IT,Clerk,12/1/2019,F,,,
 alice ,40,70000,Male,Finance,Director,2019.12.01,B,name@company.org,123-456-7890,,,,Alice,40,70000,Male,Finance,Director,12/1/2019,B,name@company.org,123-456-7890,
 charlie ,35, NAN ,Female,Sales,Clerk,2/20/2020,C,email@example.com,nan,,,,Charlie,35,  ,Female,Sales,Clerk,2/20/2020,C,email@example.com,,
 eve ,40,55000,Other,IT,Analyst,1/15/2020,D,user@domain.com,555-555-5555,,,,Eve,40,55000,Other,IT,Analyst,1/15/2020,D,user@domain.com,555-555-5555,
 charlie ,50, NAN ,Female,Finance,Manager,3/25/2019,C,,123-456-7890,,,,Charlie,50,  ,Female,Finance,Manager,3/25/2019,C,,123-456-7890,
 alice ,thirty,SIXTY THOUSAND,Female,IT,Assistant,5-Apr-18,F,name@company.org,nan,,,,Alice,30,60000,Female,IT,Assistant,4/5/2018,F,name@company.org,,
 alice ,35,70000,Other,HR,Clerk,2/20/2020,D,nan, ,,,,Alice,35,70000,Other,HR,Clerk,2/20/2020,D,,,
 hannah ,thirty, NAN ,Other,Finance,Analyst,3/25/2019,C,name@company.org,098-765-4321,,,,Hannah,30,  ,Other,Finance,Analyst,3/25/2019,C,name@company.org,098-765-4321,
 jack ,25, NAN ,Female,IT,Assistant,3/25/2019,A,user@domain.com,555-555-5555,,,,Jack,25,  ,Female,IT,Assistant,3/25/2019,A,user@domain.com,555-555-5555,
 bob ,thirty,70000,Other,IT,Assistant,5-Apr-18,B,user@domain.com,555-555-5555,,,,Bob,30,70000,Other,IT,Assistant,4/5/2018,B,user@domain.com,555-555-5555,
 charlie ,25,55000,Female,IT,Director,3/25/2019,C,email@example.com,nan,,,,Charlie,25,55000,Female,IT,Director,3/25/2019,C,email@example.com,,
 bob ,25,55000,Female,Finance,Assistant,1/15/2020,C,email@example.com,123-456-7890,,,,Bob,25,55000,Female,Finance,Assistant,1/15/2020,C,email@example.com,123-456-7890,
 charlie ,thirty,70000,Other,Marketing,Analyst,1/15/2020,A,user@domain.com, ,,,,Charlie,30,70000,Other,Marketing,Analyst,1/15/2020,A,user@domain.com,,
 grace ,35,50000,Male,Finance,Analyst,1/15/2020,F,,nan,,,,Grace,35,50000,Male,Finance,Analyst,1/15/2020,F,,,
 alice ,50,70000,Other,Sales,Clerk,3/25/2019,B,,098-765-4321,,,,Alice,50,70000,Other,Sales,Clerk,3/25/2019,B,,098-765-4321,
 jack ,40,70000,Male,Finance,Clerk,1/15/2020,C,nan,098-765-4321,,,,Jack,40,70000,Male,Finance,Clerk,1/15/2020,C,,098-765-4321,
 hannah ,40,55000,Female,IT,Clerk,5-Apr-18,D,email@example.com,098-765-4321,,,,Hannah,40,55000,Female,IT,Clerk,4/5/2018,D,email@example.com,098-765-4321,
 jack ,50,55000,Female,HR,Assistant,3/25/2019,C,nan,nan,,,,Jack,50,55000,Female,HR,Assistant,3/25/2019,C,,,
 jack ,25,70000,Male,Finance,Assistant,2019.12.01,B,email@example.com, ,,,,Jack,25,70000,Male,Finance,Assistant,12/1/2019,B,email@example.com,,
 jack ,25,70000,Female,Finance,Director,3/25/2019,C,user@domain.com,555-555-5555,,,,Jack,25,70000,Female,Finance,Director,3/25/2019,C,user@domain.com,555-555-5555,
 bob ,35,70000,Male,IT,Clerk,5-Apr-18,A,,123-456-7890,,,,Bob,35,70000,Male,IT,Clerk,4/5/2018,A,,123-456-7890,
 charlie ,nan,55000,Male,HR,Manager,2019.12.01,C,,555-555-5555,,,,Charlie,,55000,Male,HR,Manager,12/1/2019,C,,555-555-5555,
 ivy ,thirty,70000,Female,HR,Director,3/25/2019,C,user@domain.com, ,,,,Ivy,30,70000,Female,HR,Director,3/25/2019,C,user@domain.com,,
 grace ,25,70000,Male,Sales,Manager,1/15/2020,D,nan,555-555-5555,,,,Grace,25,70000,Male,Sales,Manager,1/15/2020,D,,555-555-5555,
 david ,40,65000,Other,Finance,Assistant,2/20/2020,A,nan,nan,,,,David,40,65000,Other,Finance,Assistant,2/20/2020,A,,,
 jack ,35,50000,Other,HR,Director,2/20/2020,A,name@company.org,098-765-4321,,,,Jack,35,50000,Other,HR,Director,2/20/2020,A,name@company.org,098-765-4321,
 eve ,thirty,SIXTY THOUSAND,Female,HR,Director,1/15/2020,C,email@example.com, ,,,,Eve,30,60000,Female,HR,Director,1/15/2020,C,email@example.com,,
 bob ,35,50000,Female,Marketing,Analyst,2/20/2020,D,nan, ,,,,Bob,35,50000,Female,Marketing,Analyst,2/20/2020,D,,,
 hannah ,thirty,65000,Male,Marketing,Assistant,2/20/2020,C,user@domain.com,555-555-5555,,,,Hannah,30,65000,Male,Marketing,Assistant,2/20/2020,C,user@domain.com,555-555-5555,
 david ,thirty,SIXTY THOUSAND,Male,HR,Assistant,1/15/2020,C,nan,nan,,,,David,30,60000,Male,HR,Assistant,1/15/2020,C,,,
 ivy ,50,70000,Male,Sales,Director,1/15/2020,B,,555-555-5555,,,,Ivy,50,70000,Male,Sales,Director,1/15/2020,B,,555-555-5555,
 eve ,25,65000,Male,HR,Assistant,3/25/2019,B,email@example.com,555-555-5555,,,,Eve,25,65000,Male,HR,Assistant,3/25/2019,B,email@example.com,555-555-5555,
 ivy ,35,70000,Other,IT,Director,3/25/2019,D,name@company.org, ,,,,Ivy,35,70000,Other,IT,Director,3/25/2019,D,name@company.org,,
 david ,35,55000,Other,Finance,Analyst,1/15/2020,F,email@example.com,555-555-5555,,,,David,35,55000,Other,Finance,Analyst,1/15/2020,F,email@example.com,555-555-5555,
 jack ,50, NAN ,Female,Sales,Director,5-Apr-18,B,,098-765-4321,,,,Jack,50,  ,Female,Sales,Director,4/5/2018,B,,098-765-4321,
 eve ,40,65000,Male,IT,Assistant,2/20/2020,F,,555-555-5555,,,,Eve,40,65000,Male,IT,Assistant,2/20/2020,F,,555-555-5555,
 ivy ,40,55000,Male,Sales,Assistant,3/25/2019,A,,098-765-4321,,,,Ivy,40,55000,Male,Sales,Assistant,3/25/2019,A,,098-765-4321,
 hannah ,25,65000,Female,IT,Director,2/20/2020,B,, ,,,,Hannah,25,65000,Female,IT,Director,2/20/2020,B,,,
 charlie ,25,65000,Male,Finance,Director,2019.12.01,B,user@domain.com,nan,,,,Charlie,25,65000,Male,Finance,Director,12/1/2019,B,user@domain.com,,
 alice ,nan,55000,Male,Finance,Director,1/15/2020,D,name@company.org,098-765-4321,,,,Alice,,55000,Male,Finance,Director,1/15/2020,D,name@company.org,098-765-4321,
 charlie ,50,SIXTY THOUSAND,Male,Marketing,Clerk,5-Apr-18,F,,nan,,,,Charlie,50,60000,Male,Marketing,Clerk,4/5/2018,F,,,
 david ,40,50000,Male,IT,Assistant,2019.12.01,B,,nan,,,,David,40,50000,Male,IT,Assistant,12/1/2019,B,,,
